profile pic,username_length,bio_description_length,external_URL,is_private,posts_count,followers_count,following_count,fake_or_real,followers_following_ratio
1,21.0,6,1,0,346,675248,168,0,3995.550296
0,15.0,1,0,1,0,3006,859,1,3.495348837
0,15.0,3,0,1,0,55,46,1,1.170212766
1,23.0,6,1,1,54,259,1371,0,0.18877551
1,24.0,8,1,1,1,61,29,0,2.033333333
0,3.0,3,0,0,4,5,24,1,0.2
0,15.0,1,0,0,14,15,58,1,0.254237288
1,1.0,11,1,0,0,12,77,1,0.153846154
0,22.0,11,0,0,0,58,32,1,1.757575758
1,19.0,11,0,1,106,265,282,0,0.93639576
1,4.0,2,0,1,6,172,177,0,0.966292135
1,19.0,2,0,0,82,255,535,0,0.475746269
0,3.0,6,0,0,0,40,235,1,0.169491525
1,3.0,1,0,0,6,152,85,0,1.76744186
1,24.0,2,0,1,70,516,463,0,1.112068966
0,22.0,2,0,0,0,50,55,1,0.892857143
1,4.0,2,0,0,222,585,678,0,0.861561119
1,4.0,2,0,1,11,96,242,1,0.395061728
0,3.0,7,0,0,1,51,59,1,0.85
0,18.0,11,0,0,0,23,22,1,1.0
1,3.0,11,0,1,52,1813,618,0,2.928917609
1,3.0,3,0,0,32,3800,278,0,13.62007168
0,21.0,9,0,0,1,48,11,1,4.0
1,3.0,6,1,0,201,1420,1199,0,1.183333333
1,20.0,10,1,0,20,251,329,0,0.760606061
0,1.0,11,0,0,0,52,30,1,1.677419355
1,20.0,11,0,1,103,265,264,0,1.0
0,4.0,1,0,1,0,44,60,1,0.721311475
0,15.0,9,0,0,0,52,407,1,0.12745098
1,18.0,11,0,1,8,40,66,1,0.597014925
0,16.0,7,0,0,0,60,31,1,1.875
1,22.0,6,0,1,130,1243,364,0,3.405479452
1,19.0,10,1,0,4,1489,3715,1,0.400699677
0,24.0,10,0,1,0,2,9,1,0.2
1,1.0,7,0,1,5,135,176,0,0.762711864
1,15.0,2,0,1,169,1570,1832,0,0.856519367
0,17.0,3,0,0,0,16,23,1,0.666666667
1,15.0,8,0,0,358,2922778,271,0,10745.50735
1,2.0,2,0,0,327,537,1002,0,0.535393819
1,4.0,5,0,0,140,1352,630,0,2.142630745
0,1.0,7,1,0,0,48,93,1,0.510638298
1,2.0,7,0,1,123,2842,592,0,4.792580101
0,3.0,4,0,0,0,7,19,1,0.35
1,23.0,10,1,1,416,1113,1854,0,0.6
1,24.0,9,0,1,178,709,504,0,1.403960396
1,15.0,9,0,0,217,1152,292,0,3.931740614
1,1.0,7,0,0,84,766,199,0,3.83
1,2.0,8,0,0,503,2416,1020,0,2.366307542
1,2.0,10,1,0,38,792,235,1,3.355932203
1,4.0,5,0,0,8,174,176,0,0.983050847
1,15.0,9,1,0,0,102,21,0,4.636363636
0,4.0,1,1,0,7,39,66,1,0.582089552
1,17.0,7,0,1,4,77,1269,1,0.060629921
1,3.0,11,0,0,0,18,76,1,0.233766234
0,3.0,2,0,1,2,40,19,1,2.0
0,24.0,2,0,1,3,121,244,1,0.493877551
1,1.0,7,1,0,174,1197,328,0,3.638297872
1,3.0,10,0,0,5,228,238,0,0.953974895
1,4.0,6,1,0,9,114,99,0,1.14
1,4.0,9,0,0,14,143,500,1,0.285429142
0,3.0,3,0,1,0,32,217,1,0.146788991
0,19.0,1,0,0,5,120,248,1,0.481927711
0,22.0,10,1,0,125,13,302,1,0.04290429
1,2.0,3,0,0,251,15262,483,0,31.53305785
0,4.0,10,0,1,0,67,26,1,2.481481481
1,3.0,8,0,1,51,298,978,1,0.304392237
1,3.0,11,0,0,33,162,236,0,0.683544304
1,4.0,5,1,0,325,712,420,0,1.691211401
1,1.0,9,0,0,106,40960,3860,0,10.60865061
0,3.0,3,0,1,0,13,27,1,0.464285714
1,15.0,11,0,0,15,288,1176,1,0.24468989
1,21.0,2,1,0,126,979,2034,0,0.481081081
1,2.0,6,0,1,319,670,3471,0,0.19297235
1,3.0,2,1,0,39,8,60,1,0.131147541
0,23.0,10,1,0,0,0,8,1,0.0
0,2.0,6,0,0,0,31,4,1,6.2
1,4.0,5,0,0,33,205,164,0,1.242424242
1,3.0,4,0,0,130,274,205,0,1.330097087
0,18.0,11,0,0,0,13,155,1,0.083333333
0,18.0,8,1,0,0,38,63,1,0.59375
1,24.0,8,0,0,497,325117,65,0,4926.015152
0,22.0,4,0,0,50,1663,5847,1,0.284370725
0,22.0,7,0,0,0,57,344,1,0.165217391
1,22.0,11,0,0,51,500,1242,0,0.402252615
0,23.0,3,0,0,0,51,0,1,51.0
0,18.0,2,0,0,11,198,929,1,0.212903226
0,3.0,8,0,0,28,320,1287,1,0.248447205
0,4.0,3,0,1,0,48,1,1,24.0
1,4.0,3,0,1,466,18960,716,0,26.44351464
1,19.0,9,1,0,55,1536,2812,0,0.54603626
1,1.0,1,0,0,25,203,277,0,0.730215827
0,16.0,5,0,0,0,12,21,1,0.545454545
1,22.0,9,1,0,1,8,21,1,0.363636364
0,1.0,10,1,0,0,78,761,1,0.102362205
0,17.0,7,0,0,0,51,0,1,51.0
0,20.0,7,0,0,3,57,63,1,0.890625
1,20.0,3,0,0,8,99,486,0,0.203285421
1,2.0,4,0,1,862,1198,4169,0,0.287290168
1,18.0,5,0,0,4,59,165,1,0.355421687
1,4.0,10,0,1,2,10,78,1,0.126582278
1,1.0,3,0,0,980,18520,995,0,18.59437751
1,21.0,2,0,0,10,127,103,0,1.221153846
1,4.0,10,0,0,3332,663589,443,0,1494.56982
0,24.0,2,1,1,1,45,86,1,0.517241379
1,1.0,11,0,1,9,413,144,0,2.848275862
0,21.0,2,0,1,5,31,51,1,0.596153846
1,21.0,9,0,0,109,541,699,0,0.772857143
1,3.0,2,0,1,13,157,309,1,0.506451613
1,24.0,8,0,0,2,2,79,1,0.025
1,24.0,5,0,0,77,417,362,0,1.148760331
1,18.0,5,0,0,95,516,662,0,0.778280543
1,1.0,4,0,0,50,1262,492,0,2.559837728
0,4.0,2,0,1,2,23,99,1,0.23
0,21.0,5,1,0,0,55,2,1,18.33333333
0,19.0,8,0,0,0,42,612,1,0.068515498
0,2.0,9,0,1,0,62,30,1,2.0
1,4.0,11,0,1,44,83,166,1,0.497005988
1,1.0,3,0,0,51,628,590,0,1.062605753
1,18.0,1,0,0,11,214,1209,1,0.176859504
1,2.0,6,0,0,298,380,414,0,0.915662651
0,1.0,8,0,0,0,22,11,1,1.833333333
0,23.0,7,1,0,2,123,143,1,0.854166667
0,3.0,7,1,0,2,17,18,1,0.894736842
1,18.0,1,1,0,12,268,2247,1,0.119217082
1,4.0,1,0,1,15,424,573,0,0.738675958
0,2.0,6,1,1,2,10,54,1,0.181818182
1,4.0,8,0,0,136,5535,436,0,12.66590389
0,16.0,5,0,0,29,325,1638,1,0.198291641
1,20.0,5,0,0,69,330,563,0,0.585106383
1,22.0,8,1,0,31,950,217,1,4.357798165
1,18.0,3,0,0,9,161,392,0,0.409669211
1,20.0,3,0,0,7,167,164,0,1.012121212
0,21.0,5,0,1,0,71,434,1,0.163218391
1,18.0,2,0,0,144,420,271,0,1.544117647
1,3.0,8,0,0,56,1055,1940,0,0.543534261
1,4.0,9,0,1,219,15050,594,0,25.29411765
0,23.0,2,0,0,0,41,45,1,0.891304348
1,21.0,1,0,0,62,284,548,0,0.517304189
1,15.0,2,0,0,177,1666,825,0,2.016949153
1,4.0,5,0,0,22,686,304,0,2.249180328
1,4.0,4,0,0,4,85,56,0,1.49122807
1,4.0,6,0,1,77,73,35,1,2.027777778
1,21.0,1,0,0,342,8268,468,0,17.62899787
1,20.0,10,0,0,143,10296,1188,0,8.659377628
0,1.0,4,0,1,0,48,92,1,0.516129032
1,4.0,11,0,0,24,46,84,0,0.541176471
0,2.0,8,0,1,0,14,23,1,0.583333333
1,22.0,4,0,0,3,22,37,1,0.578947368
0,23.0,4,0,1,0,6,598,1,0.010016694
0,21.0,6,1,1,0,21,43,1,0.477272727
1,16.0,10,0,1,126,137,81,0,1.670731707
0,2.0,9,1,1,0,50,47,1,1.041666667
1,21.0,2,0,0,4,8,37,1,0.210526316
0,19.0,3,1,1,0,25,26,1,0.925925926
0,15.0,11,0,1,0,94,62,1,1.492063492
1,4.0,10,0,1,23,807,472,0,1.706131078
1,20.0,9,0,1,0,14,16,1,0.823529412
1,20.0,5,0,0,114,2002,299,0,6.673333333
1,19.0,10,1,0,9,782,469,0,1.663829787
1,3.0,6,1,0,9,256,341,0,0.748538012
0,24.0,1,0,0,3,95,338,1,0.280235988
0,3.0,9,0,0,0,1,48,1,0.020408163
0,19.0,1,0,0,0,61,61,1,0.983870968
1,24.0,8,0,0,39,371,471,0,0.786016949
1,2.0,7,0,0,34,82,74,1,1.093333333
1,4.0,10,0,1,13,131,462,0,0.282937365
1,16.0,10,0,1,0,66,161,1,0.407407407
1,16.0,5,1,0,251,50331,894,0,56.23575419
1,17.0,2,1,0,11,109,306,1,0.35504886
0,18.0,7,0,0,0,53,1,1,26.5
1,22.0,11,0,1,487,1962,2701,0,0.726128793
0,2.0,8,0,0,3,88,60,1,1.442622951
1,2.0,2,0,0,1189,721,1263,0,0.570411392
1,23.0,10,1,0,62,318,569,0,0.557894737
0,4.0,4,0,0,0,15,1,1,7.5
1,15.0,8,0,1,131,279,1124,1,0.248
1,1.0,4,0,0,0,14,58,1,0.237288136
1,2.0,3,0,0,4,74,43,0,1.681818182
1,19.0,5,1,1,21,176,171,0,1.023255814
0,3.0,10,0,0,1,39,64,1,0.6
0,1.0,11,0,0,0,0,828,1,0.0
1,1.0,8,0,1,611,510011,133,0,3806.052239
0,3.0,11,0,0,23,159,698,1,0.227467811
1,4.0,4,0,0,4,25,133,1,0.186567164
0,24.0,2,0,0,0,90,405,1,0.221674877
0,17.0,8,0,1,0,53,29,1,1.766666667
0,4.0,4,0,1,0,92,403,1,0.227722772
1,2.0,6,1,0,119,97,398,0,0.243107769
1,1.0,11,0,1,1194,696669,133,0,5199.022388
0,1.0,4,1,0,5,6,204,1,0.029268293
0,23.0,5,1,0,0,67,760,1,0.08804205
1,3.0,4,1,0,48,417,378,0,1.100263852
0,17.0,6,0,0,0,1,62,1,0.015873016
0,18.0,1,0,0,0,50,49,1,1.0
1,1.0,8,0,0,73,757,658,0,1.148710167
0,4.0,9,0,0,0,47,2,1,15.66666667
1,20.0,1,0,0,97,406,652,0,0.621745789
1,2.0,5,0,0,620,276841,23,0,11535.04167
1,19.0,9,1,1,21,545,634,0,0.858267717
1,4.0,2,0,0,133,93,116,0,0.794871795
0,18.0,7,0,0,0,6,37,1,0.157894737
1,4.0,11,0,0,246,228,383,0,0.59375
0,1.0,9,0,0,113,285,1151,1,0.247395833
0,4.0,10,0,0,2,53,303,1,0.174342105
1,3.0,4,0,0,105,1034,76,0,13.42857143
0,2.0,11,0,1,24,86,698,1,0.123032904
0,1.0,11,0,1,0,5,577,1,0.008650519
1,2.0,6,0,0,65,392,360,0,1.085872576
0,4.0,11,0,0,0,16,25,1,0.615384615
0,18.0,2,0,0,0,25,154,1,0.161290323
0,16.0,4,0,0,0,50,42,1,1.162790698
0,4.0,11,0,0,0,34,24,1,1.36
0,24.0,8,0,0,1,0,76,1,0.0
1,21.0,8,0,1,246,535,472,0,1.131078224
1,23.0,7,0,0,84,11490,237,0,48.27731092
1,4.0,2,1,1,41,421,310,0,1.353697749
0,4.0,8,1,0,0,0,0,1,0.0
0,3.0,8,0,0,3,19,213,1,0.088785047
1,1.0,9,0,0,36,1204,2928,0,0.411061796
0,16.0,3,0,0,4,80,6,1,11.42857143
1,4.0,6,0,0,128,784,522,0,1.499043977
1,4.0,4,1,1,65,890,72,0,12.19178082
1,24.0,7,0,0,21,182,75,0,2.394736842
1,18.0,8,0,0,166,6958,645,0,10.77089783
0,24.0,10,0,1,0,4,81,1,0.048780488
1,24.0,3,0,0,10,104,125,0,0.825396825
0,18.0,8,1,0,0,49,20,1,2.333333333
0,1.0,2,0,1,2,34,113,1,0.298245614
1,1.0,1,0,1,4,23,37,1,0.605263158
0,15.0,1,1,0,2,28,529,1,0.052830189
0,16.0,5,1,0,0,21,44,1,0.466666667
1,1.0,7,1,0,92,1102,146,0,7.496598639
1,15.0,10,1,0,344,914,483,0,1.888429752
1,23.0,3,0,0,92,1759,718,0,2.446453408
1,2.0,10,0,0,120,1141,1122,0,1.016028495
1,21.0,2,0,1,17,155,190,0,0.811518325
0,4.0,2,0,1,0,26,46,1,0.553191489
0,16.0,9,0,0,1,54,752,1,0.071713147
0,18.0,6,0,0,0,0,1,1,0.0
1,15.0,3,0,0,6,257,345,0,0.742774566
0,23.0,7,0,0,1,260,2514,1,0.103379722
0,16.0,10,1,0,0,5,8,1,0.555555556
1,2.0,6,0,1,20,463,426,0,1.084309133
0,23.0,2,1,0,0,46,4,1,9.2
0,3.0,9,0,0,0,52,133,1,0.388059701
1,24.0,6,0,0,111,177,170,0,1.035087719
0,16.0,6,0,0,0,31,87,1,0.352272727
1,2.0,11,0,0,25,196,173,0,1.126436782
1,17.0,3,0,0,3,272,371,0,0.731182796
1,23.0,1,0,1,1415,944,931,0,1.012875536
0,2.0,8,0,0,2,27,50,1,0.529411765
0,23.0,9,0,0,13,188,820,1,0.228989038
1,15.0,2,0,0,313,675,798,0,0.844806008
1,16.0,6,1,0,23,236,330,0,0.712990937
0,2.0,10,0,0,0,57,77,1,0.730769231
0,15.0,2,0,1,0,72,411,1,0.174757282
1,2.0,7,0,0,78,947,582,0,1.624356775
1,18.0,11,0,1,238,2498,792,0,3.150063052
1,20.0,5,1,1,39,78,226,0,0.343612335
1,18.0,2,0,1,34,81,74,1,1.08
0,4.0,1,0,0,1,1,2,1,0.333333333
1,1.0,8,0,0,65,135,232,0,0.579399142
0,17.0,1,0,0,6,156,423,1,0.367924528
1,2.0,11,0,0,358,35068,2091,0,16.76290631
1,2.0,8,0,0,7,171,309,0,0.551612903
1,4.0,9,0,0,111,178,170,0,1.040935673
1,17.0,6,0,0,189,982,75,0,12.92105263
1,1.0,10,1,0,487,41058,1354,0,30.30110701
1,18.0,3,0,0,92,5664,325,0,17.37423313
0,21.0,5,0,0,7,41,23,1,1.708333333
1,4.0,6,0,1,25,201,179,0,1.116666667
0,3.0,5,0,0,3,41,695,1,0.058908046
0,16.0,3,0,0,0,20,44,1,0.444444444
0,23.0,11,0,1,0,8,99,1,0.08
1,2.0,2,0,0,40,91,111,0,0.8125
1,18.0,10,0,0,896,2617,1033,0,2.530947776
1,22.0,11,0,0,11,151,462,1,0.326133909
1,1.0,3,0,0,3,31,37,1,0.815789474
0,23.0,8,1,0,0,52,470,1,0.110403397
0,4.0,6,0,1,22,196,815,1,0.240196078
1,2.0,10,0,0,68,485,1166,0,0.415595544
1,4.0,1,0,1,3918,782123,79,0,9776.5375
1,24.0,10,0,0,326,1948162,229,0,8470.269565
1,18.0,8,0,0,9,302,407,0,0.740196078
0,22.0,10,0,0,72,30,304,1,0.098360656
0,21.0,2,0,0,0,53,1,1,26.5
1,18.0,11,0,1,88,110,371,0,0.295698925
1,21.0,5,0,1,6,151,841,1,0.179334917
1,16.0,2,0,1,29,367,479,0,0.764583333
1,20.0,2,0,0,6,116,1326,1,0.087415222
1,4.0,8,1,0,80,262,539,0,0.485185185
1,2.0,10,0,1,11,164,92,0,1.76344086
0,1.0,11,0,0,0,6,15,1,0.375
1,16.0,4,1,0,229,86241,90,0,947.7032967
0,1.0,1,0,0,0,22,39,1,0.55
1,4.0,4,0,0,0,17,80,1,0.209876543
0,1.0,2,0,0,0,34,43,1,0.772727273
1,18.0,7,0,0,9,75,265,0,0.281954887
1,19.0,3,0,0,48,360,339,0,1.058823529
1,2.0,7,0,0,185,1332,1002,0,1.328015952
1,22.0,4,0,0,270,609,714,0,0.851748252
1,19.0,7,0,0,632,800,4458,0,0.179412424
0,1.0,6,0,1,2,33,740,1,0.044534413
1,3.0,4,0,0,75,242,171,0,1.406976744
0,20.0,11,0,0,6,32,52,1,0.603773585
1,22.0,5,0,0,37,789,449,0,1.753333333
1,4.0,11,1,0,15,105,118,0,0.882352941
0,4.0,6,0,0,0,16,25,1,0.615384615
1,23.0,10,0,0,105,920,2175,0,0.422794118
1,1.0,9,0,0,77,1184,401,0,2.945273632
0,19.0,11,1,0,0,0,9,1,0.0
0,15.0,4,0,0,6,135,854,1,0.157894737
0,23.0,2,0,0,2,47,702,1,0.06685633
0,15.0,2,0,1,0,30,47,1,0.625
1,4.0,11,0,0,10,305,333,0,0.913173653
0,1.0,3,0,0,0,12,0,1,12.0
1,19.0,8,0,0,7,142,180,0,0.784530387
1,21.0,4,0,0,78,220,386,0,0.568475452
0,21.0,6,1,0,0,49,79,1,0.6125
1,1.0,10,0,0,19,95,258,0,0.366795367
1,2.0,7,0,0,82,256,535,0,0.47761194
0,17.0,3,0,1,0,50,39,1,1.25
1,3.0,6,0,0,27,759,372,0,2.034852547
1,15.0,8,0,0,1,78,33,0,2.294117647
1,24.0,2,0,0,556,19121,680,0,28.07782673
1,3.0,9,0,1,34,687,1047,0,0.655534351
0,23.0,7,0,0,0,31,25,1,1.192307692
1,21.0,5,0,0,4,102,122,0,0.829268293
0,4.0,5,0,1,18,5,47,1,0.104166667
0,22.0,1,1,1,2,46,124,1,0.368
1,18.0,8,0,1,10,309,390,0,0.79028133
0,22.0,2,0,0,0,15,595,1,0.025167785
1,2.0,4,0,0,55,266,300,0,0.88372093
1,4.0,2,0,0,5122,9898097,8,0,1099788.556
1,18.0,9,1,0,59,933,1187,0,0.785353535
0,19.0,11,0,0,3,12,38,1,0.307692308
1,1.0,6,0,0,158,998,527,0,1.890151515
0,24.0,11,0,0,131,533,1060,0,0.502356268
1,3.0,5,0,0,1,329,335,0,0.979166667
0,20.0,2,1,0,2,259,442,1,0.584650113
1,19.0,1,1,1,56,434,1249,0,0.3472
1,4.0,9,0,0,25,486,2311,1,0.210207612
1,4.0,9,0,0,2,1677,716,0,2.338912134
1,3.0,9,0,0,5,137,1393,1,0.098278336
0,1.0,6,0,0,0,44,44,1,0.977777778
1,1.0,1,1,0,68,416,319,0,1.3
1,22.0,4,0,0,10,105,107,0,0.972222222
1,19.0,7,0,0,5,176,169,0,1.035294118
1,3.0,6,0,1,93,1807,729,0,2.475342466
1,4.0,5,0,0,513,27886,463,0,60.09913793
1,3.0,4,0,1,65,98,171,0,0.569767442
0,20.0,9,0,0,3,25,39,1,0.625
1,1.0,6,0,0,282,358,432,0,0.826789838
1,2.0,10,0,0,33,309,537,0,0.574349442
0,1.0,6,0,0,0,14,4,1,2.8
1,15.0,1,1,0,4,756,581,1,1.298969072
1,24.0,6,0,0,53,698,309,0,2.251612903
1,22.0,3,0,0,6,57,107,0,0.527777778
0,17.0,9,0,0,4,59,36,1,1.594594595
1,3.0,1,1,0,78,106,121,0,0.868852459
1,18.0,4,1,0,9,407,398,0,1.020050125
1,1.0,1,0,1,117,22,281,1,0.078014184
1,22.0,11,0,0,73,201,43,0,4.568181818
1,23.0,6,0,0,140,476,1055,0,0.450757576
1,3.0,8,0,1,53,371,358,0,1.033426184
0,24.0,8,0,0,0,6,20,1,0.285714286
1,15.0,8,0,0,399,9224,663,0,13.89156627
1,20.0,7,0,0,133,1008,517,0,1.945945946
0,17.0,10,0,0,0,39,64,1,0.6
1,15.0,6,1,1,4,190,185,0,1.021505376
1,20.0,3,0,0,76,264,539,0,0.488888889
1,15.0,4,0,1,28,335,512,0,0.653021442
1,18.0,1,0,0,14,219,288,0,0.757785467
1,3.0,1,0,0,134,917,1138,0,0.805092186
0,1.0,10,0,0,0,0,8,1,0.0
1,18.0,6,0,0,2,41,23,0,1.708333333
1,23.0,1,0,0,150,133,750,1,0.177097204
0,1.0,8,0,0,0,6,185,1,0.032258065
1,18.0,3,0,0,18,175,247,0,0.705645161
1,2.0,11,0,0,4,96,338,1,0.283185841
1,2.0,1,1,1,873,719,1178,0,0.609838846
0,2.0,10,0,0,0,0,28,1,0.0
1,2.0,2,1,0,108,803,675,0,1.187869822
1,21.0,9,1,0,85,668,609,0,1.095081967
1,20.0,1,0,0,179,1021,518,0,1.967244701
1,24.0,7,0,0,904,447,908,0,0.491749175
1,2.0,8,0,1,81,56,33,1,1.647058824
1,15.0,10,0,1,5,227,238,0,0.949790795
0,23.0,3,0,0,0,8,16,1,0.470588235
1,19.0,3,0,1,713,812,432,0,1.875288684
0,2.0,4,0,1,0,78,757,1,0.102902375
1,2.0,10,0,1,14,281,2209,1,0.127149321
0,20.0,1,1,0,1,5,11,1,0.416666667
1,3.0,6,0,0,65,681,300,0,2.262458472
1,18.0,1,0,0,190,670,439,0,1.522727273
1,2.0,2,0,0,2,15,53,0,0.277777778
1,2.0,6,0,1,666,715,1150,0,0.621198957
1,1.0,4,0,1,66,484,1196,0,0.404344194
0,17.0,2,0,0,0,55,28,1,1.896551724
1,1.0,11,0,1,64,889,72,0,12.17808219
1,24.0,9,0,1,13,74,107,0,0.685185185
0,2.0,2,1,0,0,77,428,1,0.179487179
1,1.0,11,0,0,980,687,1517,0,0.45256917
1,20.0,9,0,0,4,134,176,0,0.757062147
0,24.0,11,0,0,3,18,103,1,0.173076923
0,24.0,7,0,1,0,0,175,1,0.0
0,1.0,6,0,0,0,49,1,1,24.5
1,20.0,2,1,0,432,33941,2417,0,14.03680728
1,4.0,2,1,0,139,2684,712,0,3.764375877
0,17.0,3,0,1,0,18,49,1,0.36
1,4.0,11,0,0,73,398,451,0,0.880530973
1,18.0,9,0,1,334,8674,294,0,29.40338983
0,21.0,6,0,0,0,49,81,1,0.597560976
0,3.0,11,0,0,0,0,0,1,0.0
0,20.0,4,0,0,0,4,9,1,0.4
1,1.0,7,0,0,32,165,594,1,0.277310924
1,1.0,7,0,0,761,704,977,0,0.719836401
0,23.0,6,1,0,2,59,34,1,1.685714286
1,24.0,10,0,0,111,1074,460,0,2.329718004
1,1.0,6,0,0,646,418,626,0,0.666666667
0,1.0,5,0,1,0,38,39,1,0.95
1,4.0,2,0,1,28,1020,209,1,4.857142857
0,2.0,6,0,0,3,21,59,1,0.35
0,15.0,8,0,0,5,136,1029,1,0.132038835
1,17.0,3,0,0,0,3,16,1,0.176470588
1,21.0,11,0,0,8,791,456,0,1.730853392
1,2.0,1,1,0,57,128,236,0,0.540084388
1,2.0,5,1,0,8,144,177,0,0.808988764
0,1.0,5,0,0,0,0,601,1,0.0
0,21.0,4,1,0,0,6,36,1,0.162162162
1,23.0,6,0,0,215,467,315,0,1.477848101
1,20.0,8,0,0,323,13565,425,0,31.842723
1,4.0,2,0,0,16,181,401,0,0.450248756
1,15.0,2,0,0,19,189,414,0,0.455421687
1,23.0,8,0,0,553,2462,962,0,2.556593977
1,23.0,7,0,0,9,316,342,0,0.921282799
1,20.0,3,0,0,3,10,79,1,0.125
1,21.0,10,0,1,169,2666,671,0,3.967261905
1,18.0,3,0,0,41,812,488,0,1.660531697
1,3.0,9,0,0,4494,12397719,8,0,1377524.333
1,16.0,9,0,0,124,1017,1011,0,1.004940711
1,22.0,11,0,0,485,805,3599,0,0.223611111
0,23.0,4,0,0,5,4,14,1,0.266666667
1,4.0,7,0,0,15,759,1118,0,0.678284182
1,24.0,7,1,1,395,6199179,1096,0,5651.02917
0,3.0,5,1,0,8,1,212,1,0.004694836
0,15.0,3,0,0,1,13,22,1,0.565217391
0,3.0,4,1,1,0,36,38,1,0.923076923
1,3.0,1,1,0,589,10121,1070,0,9.450046685
1,1.0,5,0,0,87,398,297,0,1.33557047
1,19.0,4,0,0,22,196,390,0,0.501278772
1,24.0,8,0,0,13,31,31,0,0.96875
1,15.0,11,1,0,70,1178,1915,0,0.614822547
1,3.0,1,0,1,49,1730,668,0,2.585949178
1,3.0,10,1,0,298,2685,733,0,3.658038147
1,17.0,11,1,0,103,7720,232,0,33.13304721
1,1.0,2,1,1,353,1261,2187,0,0.576325411
0,4.0,11,0,1,1,14,43,1,0.318181818
1,1.0,11,0,0,0,92,47,0,1.916666667
1,2.0,3,0,1,284,2730,524,0,5.2
0,2.0,4,0,0,9,71,93,1,0.755319149
1,23.0,11,1,0,13,194,172,0,1.121387283
0,15.0,6,0,0,0,24,22,1,1.043478261
1,22.0,4,1,0,15,79,36,0,2.135135135
1,21.0,6,1,1,51,190,399,0,0.475
0,4.0,4,0,0,3,86,60,1,1.409836066
1,1.0,3,0,0,400,6158024,1171,0,5254.286689
1,1.0,10,0,0,33,713,616,0,1.155591572
1,4.0,6,1,1,125,584,3151,0,0.185279188
1,3.0,8,0,0,6,261,335,0,0.776785714
0,23.0,8,0,0,0,33,25,1,1.269230769
1,24.0,8,1,1,71,396,453,0,0.872246696
0,1.0,4,1,0,0,117,292,1,0.399317406
1,1.0,8,0,1,13,138,208,0,0.660287081
0,1.0,11,1,0,1,34,23,1,1.416666667
1,2.0,3,0,0,7,254,345,0,0.734104046
1,4.0,11,0,0,19,105,130,0,0.801526718
1,4.0,5,0,0,12,175,255,0,0.68359375
1,22.0,5,0,1,48,694,678,0,1.022091311
1,23.0,9,1,0,26,351,2009,1,0.174626866
1,16.0,6,0,0,75,1759,643,0,2.73136646
1,24.0,11,0,0,12,105,126,0,0.826771654
1,4.0,10,0,0,23,502,444,0,1.128089888
0,15.0,3,0,1,5,83,2,1,27.66666667
1,16.0,3,1,0,8,403,404,0,0.995061728
1,4.0,1,0,0,120,7098,494,0,14.33939394
0,4.0,1,0,0,2,39,18,1,2.052631579
0,24.0,2,0,1,0,0,802,1,0.0
0,3.0,10,0,0,0,38,67,1,0.558823529
1,1.0,3,0,0,338,1244,2178,0,0.570904084
1,4.0,6,0,0,3,92,452,1,0.203090508
0,20.0,11,0,1,11,211,799,1,0.26375
1,2.0,7,0,1,113,1066,2021,0,0.527200791
0,4.0,6,1,1,0,51,17,1,2.833333333
0,22.0,7,0,0,0,15,1,1,7.5
1,23.0,8,1,0,3,37,22,0,1.608695652
1,18.0,10,0,0,55,971,1117,0,0.868515206
1,18.0,2,0,0,645,306476,11,0,25539.66667
1,16.0,4,1,0,42,43945,1667,0,26.34592326
1,15.0,8,0,0,27,169,251,0,0.670634921
1,17.0,3,0,0,175,13178,2016,0,6.533465543
0,1.0,1,1,0,0,50,41,1,1.19047619
0,2.0,1,1,1,0,18,16,1,1.058823529
1,3.0,9,0,0,158,1235,919,0,1.342391304
1,21.0,10,0,0,338,1103,1869,0,0.589839572
1,4.0,10,0,0,0,23,81,1,0.280487805
1,18.0,11,1,0,0,4,3,1,1.0
1,24.0,7,0,0,18,186,406,0,0.457002457
1,2.0,1,0,0,23,52,58,0,0.881355932
0,1.0,3,0,0,0,48,58,1,0.813559322
0,2.0,8,0,1,0,11,192,1,0.056994819
1,1.0,10,0,1,58,695,583,0,1.190068493
1,4.0,1,1,0,105,508,1084,0,0.468202765
1,4.0,2,1,1,230,421,904,0,0.46519337
0,16.0,7,1,0,12,49,718,1,0.068150209
0,1.0,7,0,0,1,9,17,1,0.5
0,3.0,5,0,1,0,1836,6095,1,0.301181102
0,3.0,6,0,1,1,12,36,1,0.324324324
0,15.0,1,0,0,0,16,23,1,0.666666667
1,1.0,9,0,1,7,245,334,0,0.731343284
0,15.0,7,0,0,0,86,0,1,86.0
0,17.0,1,0,0,11,77,107,1,0.712962963
0,3.0,3,0,0,1,62,724,1,0.085517241
1,16.0,3,0,0,33,403,344,0,1.168115942
0,23.0,5,0,0,0,46,4,1,9.2
0,16.0,4,0,0,0,32,24,1,1.28
0,18.0,5,1,1,7,423,397,1,1.06281407
1,3.0,1,0,0,21,3582,3434,0,1.04279476
1,3.0,9,0,1,101,288,1134,1,0.253744493
0,22.0,1,0,0,3,12,38,1,0.307692308
1,17.0,4,0,1,123,1209,1982,0,0.6096823
1,4.0,6,0,0,8,318,336,0,0.943620178
1,2.0,4,0,0,26,135,259,0,0.519230769
0,4.0,9,0,0,0,48,1,1,24.0
